,latitude,longitude,frp,fire_range,geometry,is_in_africa,index_right,CELLCODE,EOFORIGIN,NOFORIGIN
696298,48.69222,6.96808,1.14,0-5,POINT (4097778.4902443006 2846687.0494096708),False,890166,1kmE4097N2846,4097000,2846000
696699,48.69209,6.96756,0.93,> 100,POINT (4097739.649047789 2846674.182585004),False,890166,1kmE4097N2846,4097000,2846000
792499,48.6903,6.96637,0.85,> 100,POINT (4097644.0819565128 2846478.939228377),False,890166,1kmE4097N2846,4097000,2846000
896435,48.69222,6.96808,1.14,0-5,POINT (4097778.4902443006 2846687.0494096708),False,890166,1kmE4097N2846,4097000,2846000
896836,48.69209,6.96756,0.93,> 100,POINT (4097739.649047789 2846674.182585004),False,890166,1kmE4097N2846,4097000,2846000
992636,48.6903,6.96637,0.85,> 100,POINT (4097644.0819565128 2846478.939228377),False,890166,1kmE4097N2846,4097000,2846000
1096572,48.69222,6.96808,1.14,0-5,POINT (4097778.4902443006 2846687.0494096708),False,890166,1kmE4097N2846,4097000,2846000
1096973,48.69209,6.96756,0.93,> 100,POINT (4097739.649047789 2846674.182585004),False,890166,1kmE4097N2846,4097000,2846000
1192773,48.6903,6.96637,0.85,> 100,POINT (4097644.0819565128 2846478.939228377),False,890166,1kmE4097N2846,4097000,2846000
1296709,48.69222,6.96808,1.14,0-5,POINT (4097778.4902443006 2846687.0494096708),False,890166,1kmE4097N2846,4097000,2846000
1297110,48.69209,6.96756,0.93,> 100,POINT (4097739.649047789 2846674.182585004),False,890166,1kmE4097N2846,4097000,2846000
1392910,48.6903,6.96637,0.85,> 100,POINT (4097644.0819565128 2846478.939228377),False,890166,1kmE4097N2846,4097000,2846000
1705417,48.69011,6.96611,1.38,0-5,POINT (4097624.1010180754 2846458.6202402855),False,890166,1kmE4097N2846,4097000,2846000
1829988,48.69198,6.96616,0.92,> 100,POINT (4097636.1498960787 2846666.2036917456),False,890166,1kmE4097N2846,4097000,2846000
1889893,48.69199,6.96468,1.03,0-5,POINT (4097527.301636911 2846671.7998560015),False,890166,1kmE4097N2846,4097000,2846000
1979800,48.68881,6.96773,0.66,> 100,POINT (4097737.4837852865 2846309.29826432),False,890166,1kmE4097N2846,4097000,2846000
2065113,48.69198,6.96616,0.92,> 100,POINT (4097636.1498960787 2846666.2036917456),False,890166,1kmE4097N2846,4097000,2846000
2146903,48.69357,6.96497,0.55,> 100,POINT (4097555.7135935416 2846846.4402058823),False,890166,1kmE4097N2846,4097000,2846000
2156192,48.68881,6.96773,0.66,> 100,POINT (4097737.4837852865 2846309.29826432),False,890166,1kmE4097N2846,4097000,2846000
2240129,48.69172,6.96765,0.51,> 100,POINT (4097744.615633529 2846632.8073493745),False,890166,1kmE4097N2846,4097000,2846000
93571,48.909,0.23376,1.25,0-5,POINT (3607276.5094886264 2913614.6227299348),False,423535,1kmE3607N2913,3607000,2913000
93572,48.90591,0.238,1.26,0-5,POINT (3607539.7472258727 2913232.419286135),False,423535,1kmE3607N2913,3607000,2913000
93840,48.90956,0.23522,1.07,0-5,POINT (3607390.5602529114 2913662.272814939),False,423535,1kmE3607N2913,3607000,2913000
93841,48.90813,0.24096,1.14,0-5,POINT (3607786.6065641893 2913448.765368663),False,423535,1kmE3607N2913,3607000,2913000
93842,48.90561,0.23818,2.58,0-5,POINT (3607548.490383971 2913197.5593386963),False,423535,1kmE3607N2913,3607000,2913000
176799,48.90616,0.23587,2.54,0-5,POINT (3607388.729477516 2913280.673099306),False,423535,1kmE3607N2913,3607000,2913000
176800,48.90521,0.23474,1.83,0-5,POINT (3607293.0051068217 2913186.773016041),False,423535,1kmE3607N2913,3607000,2913000
281182,48.909,0.23376,1.25,0-5,POINT (3607276.5094886264 2913614.6227299348),False,423535,1kmE3607N2913,3607000,2913000
281183,48.90591,0.238,1.26,0-5,POINT (3607539.7472258727 2913232.419286135),False,423535,1kmE3607N2913,3607000,2913000
281451,48.90956,0.23522,1.07,0-5,POINT (3607390.5602529114 2913662.272814939),False,423535,1kmE3607N2913,3607000,2913000
281452,48.90813,0.24096,1.14,0-5,POINT (3607786.6065641893 2913448.765368663),False,423535,1kmE3607N2913,3607000,2913000
281453,48.90561,0.23818,2.58,0-5,POINT (3607548.490383971 2913197.5593386963),False,423535,1kmE3607N2913,3607000,2913000
364410,48.90616,0.23587,2.54,0-5,POINT (3607388.729477516 2913280.673099306),False,423535,1kmE3607N2913,3607000,2913000
364411,48.90521,0.23474,1.83,0-5,POINT (3607293.0051068217 2913186.773016041),False,423535,1kmE3607N2913,3607000,2913000
477416,48.909,0.23376,1.25,0-5,POINT (3607276.5094886264 2913614.6227299348),False,423535,1kmE3607N2913,3607000,2913000
477417,48.90591,0.238,1.26,0-5,POINT (3607539.7472258727 2913232.419286135),False,423535,1kmE3607N2913,3607000,2913000
477685,48.90956,0.23522,1.07,0-5,POINT (3607390.5602529114 2913662.272814939),False,423535,1kmE3607N2913,3607000,2913000
477686,48.90813,0.24096,1.14,0-5,POINT (3607786.6065641893 2913448.765368663),False,423535,1kmE3607N2913,3607000,2913000
477687,48.90561,0.23818,2.58,0-5,POINT (3607548.490383971 2913197.5593386963),False,423535,1kmE3607N2913,3607000,2913000
612335,48.90616,0.23587,2.54,0-5,POINT (3607388.729477516 2913280.673099306),False,423535,1kmE3607N2913,3607000,2913000
612336,48.90521,0.23474,1.83,0-5,POINT (3607293.0051068217 2913186.773016041),False,423535,1kmE3607N2913,3607000,2913000
696299,48.909,0.23376,1.25,0-5,POINT (3607276.5094886264 2913614.6227299348),False,423535,1kmE3607N2913,3607000,2913000
696300,48.90591,0.238,1.26,0-5,POINT (3607539.7472258727 2913232.419286135),False,423535,1kmE3607N2913,3607000,2913000
696568,48.90956,0.23522,1.07,0-5,POINT (3607390.5602529114 2913662.272814939),False,423535,1kmE3607N2913,3607000,2913000
696569,48.90813,0.24096,1.14,0-5,POINT (3607786.6065641893 2913448.765368663),False,423535,1kmE3607N2913,3607000,2913000
696570,48.90561,0.23818,2.58,0-5,POINT (3607548.490383971 2913197.5593386963),False,423535,1kmE3607N2913,3607000,2913000
792504,48.90616,0.23587,2.54,0-5,POINT (3607388.729477516 2913280.673099306),False,423535,1kmE3607N2913,3607000,2913000
792505,48.90521,0.23474,1.83,0-5,POINT (3607293.0051068217 2913186.773016041),False,423535,1kmE3607N2913,3607000,2913000
896436,48.909,0.23376,1.25,0-5,POINT (3607276.5094886264 2913614.6227299348),False,423535,1kmE3607N2913,3607000,2913000
896437,48.90591,0.238,1.26,0-5,POINT (3607539.7472258727 2913232.419286135),False,423535,1kmE3607N2913,3607000,2913000
896705,48.90956,0.23522,1.07,0-5,POINT (3607390.5602529114 2913662.272814939),False,423535,1kmE3607N2913,3607000,2913000
896706,48.90813,0.24096,1.14,0-5,POINT (3607786.6065641893 2913448.765368663),False,423535,1kmE3607N2913,3607000,2913000
896707,48.90561,0.23818,2.58,0-5,POINT (3607548.490383971 2913197.5593386963),False,423535,1kmE3607N2913,3607000,2913000
992641,48.90616,0.23587,2.54,0-5,POINT (3607388.729477516 2913280.673099306),False,423535,1kmE3607N2913,3607000,2913000
992642,48.90521,0.23474,1.83,0-5,POINT (3607293.0051068217 2913186.773016041),False,423535,1kmE3607N2913,3607000,2913000
1096573,48.909,0.23376,1.25,0-5,POINT (3607276.5094886264 2913614.6227299348),False,423535,1kmE3607N2913,3607000,2913000
1096574,48.90591,0.238,1.26,0-5,POINT (3607539.7472258727 2913232.419286135),False,423535,1kmE3607N2913,3607000,2913000
1096842,48.90956,0.23522,1.07,0-5,POINT (3607390.5602529114 2913662.272814939),False,423535,1kmE3607N2913,3607000,2913000
1096843,48.90813,0.24096,1.14,0-5,POINT (3607786.6065641893 2913448.765368663),False,423535,1kmE3607N2913,3607000,2913000
1096844,48.90561,0.23818,2.58,0-5,POINT (3607548.490383971 2913197.5593386963),False,423535,1kmE3607N2913,3607000,2913000
1192778,48.90616,0.23587,2.54,0-5,POINT (3607388.729477516 2913280.673099306),False,423535,1kmE3607N2913,3607000,2913000
1192779,48.90521,0.23474,1.83,0-5,POINT (3607293.0051068217 2913186.773016041),False,423535,1kmE3607N2913,3607000,2913000
1296710,48.909,0.23376,1.25,0-5,POINT (3607276.5094886264 2913614.6227299348),False,423535,1kmE3607N2913,3607000,2913000
1296711,48.90591,0.238,1.26,0-5,POINT (3607539.7472258727 2913232.419286135),False,423535,1kmE3607N2913,3607000,2913000
1296979,48.90956,0.23522,1.07,0-5,POINT (3607390.5602529114 2913662.272814939),False,423535,1kmE3607N2913,3607000,2913000
1296980,48.90813,0.24096,1.14,0-5,POINT (3607786.6065641893 2913448.765368663),False,423535,1kmE3607N2913,3607000,2913000
1296981,48.90561,0.23818,2.58,0-5,POINT (3607548.490383971 2913197.5593386963),False,423535,1kmE3607N2913,3607000,2913000
1392915,48.90616,0.23587,2.54,0-5,POINT (3607388.729477516 2913280.673099306),False,423535,1kmE3607N2913,3607000,2913000
1392916,48.90521,0.23474,1.83,0-5,POINT (3607293.0051068217 2913186.773016041),False,423535,1kmE3607N2913,3607000,2913000
93573,48.6131,6.11004,1.11,0-5,POINT (4034212.388743206 2840867.3025894132),False,836524,1kmE4034N2840,4034000,2840000
93574,48.61263,6.1169,1.11,0-5,POINT (4034714.9156091735 2840788.45729284),False,836524,1kmE4034N2840,4034000,2840000
93975,48.61082,6.11984,1.12,0-5,POINT (4034921.0889362926 2840576.070782447),False,836524,1kmE4034N2840,4034000,2840000
176797,48.61152,6.1152,1.39,0-5,POINT (4034583.359177277 2840671.8091686363),False,836524,1kmE4034N2840,4034000,2840000
281184,48.6131,6.11004,1.11,0-5,POINT (4034212.388743206 2840867.3025894132),False,836524,1kmE4034N2840,4034000,2840000
281185,48.61263,6.1169,1.11,0-5,POINT (4034714.9156091735 2840788.45729284),False,836524,1kmE4034N2840,4034000,2840000
281586,48.61082,6.11984,1.12,0-5,POINT (4034921.0889362926 2840576.070782447),False,836524,1kmE4034N2840,4034000,2840000
364408,48.61152,6.1152,1.39,0-5,POINT (4034583.359177277 2840671.8091686363),False,836524,1kmE4034N2840,4034000,2840000
477418,48.6131,6.11004,1.11,0-5,POINT (4034212.388743206 2840867.3025894132),False,836524,1kmE4034N2840,4034000,2840000
477419,48.61263,6.1169,1.11,0-5,POINT (4034714.9156091735 2840788.45729284),False,836524,1kmE4034N2840,4034000,2840000
477820,48.61082,6.11984,1.12,0-5,POINT (4034921.0889362926 2840576.070782447),False,836524,1kmE4034N2840,4034000,2840000
612333,48.61152,6.1152,1.39,0-5,POINT (4034583.359177277 2840671.8091686363),False,836524,1kmE4034N2840,4034000,2840000
696301,48.6131,6.11004,1.11,0-5,POINT (4034212.388743206 2840867.3025894132),False,836524,1kmE4034N2840,4034000,2840000
696302,48.61263,6.1169,1.11,0-5,POINT (4034714.9156091735 2840788.45729284),False,836524,1kmE4034N2840,4034000,2840000
696703,48.61082,6.11984,1.12,0-5,POINT (4034921.0889362926 2840576.070782447),False,836524,1kmE4034N2840,4034000,2840000
779534,48.6119,6.11072,1.03,0-5,POINT (4034255.589655228 2840731.4149862584),False,836524,1kmE4034N2840,4034000,2840000
782189,48.61089,6.11921,0.63,> 100,POINT (4034875.0895087384 2840586.2878116434),False,836524,1kmE4034N2840,4034000,2840000
792502,48.61152,6.1152,1.39,0-5,POINT (4034583.359177277 2840671.8091686363),False,836524,1kmE4034N2840,4034000,2840000
876460,48.60954,6.11078,1.24,0-5,POINT (4034246.4808079624 2840469.137274804),False,836524,1kmE4034N2840,4034000,2840000
876461,48.60964,6.10992,0.86,> 100,POINT (4034183.7135756477 2840483.585715947),False,836524,1kmE4034N2840,4034000,2840000
876462,48.60889,6.11532,0.86,> 100,POINT (4034577.1393390684 2840379.31830269),False,836524,1kmE4034N2840,4034000,2840000
896438,48.6131,6.11004,1.11,0-5,POINT (4034212.388743206 2840867.3025894132),False,836524,1kmE4034N2840,4034000,2840000
896439,48.61263,6.1169,1.11,0-5,POINT (4034714.9156091735 2840788.45729284),False,836524,1kmE4034N2840,4034000,2840000
896840,48.61082,6.11984,1.12,0-5,POINT (4034921.0889362926 2840576.070782447),False,836524,1kmE4034N2840,4034000,2840000
979671,48.6119,6.11072,1.03,0-5,POINT (4034255.589655228 2840731.4149862584),False,836524,1kmE4034N2840,4034000,2840000
982326,48.61089,6.11921,0.63,> 100,POINT (4034875.0895087384 2840586.2878116434),False,836524,1kmE4034N2840,4034000,2840000
992639,48.61152,6.1152,1.39,0-5,POINT (4034583.359177277 2840671.8091686363),False,836524,1kmE4034N2840,4034000,2840000
1076597,48.60954,6.11078,1.24,0-5,POINT (4034246.4808079624 2840469.137274804),False,836524,1kmE4034N2840,4034000,2840000
1076598,48.60964,6.10992,0.86,> 100,POINT (4034183.7135756477 2840483.585715947),False,836524,1kmE4034N2840,4034000,2840000
1076599,48.60889,6.11532,0.86,> 100,POINT (4034577.1393390684 2840379.31830269),False,836524,1kmE4034N2840,4034000,2840000
1096575,48.6131,6.11004,1.11,0-5,POINT (4034212.388743206 2840867.3025894132),False,836524,1kmE4034N2840,4034000,2840000
1096576,48.61263,6.1169,1.11,0-5,POINT (4034714.9156091735 2840788.45729284),False,836524,1kmE4034N2840,4034000,2840000
1096977,48.61082,6.11984,1.12,0-5,POINT (4034921.0889362926 2840576.070782447),False,836524,1kmE4034N2840,4034000,2840000
1179808,48.6119,6.11072,1.03,0-5,POINT (4034255.589655228 2840731.4149862584),False,836524,1kmE4034N2840,4034000,2840000
1182463,48.61089,6.11921,0.63,> 100,POINT (4034875.0895087384 2840586.2878116434),False,836524,1kmE4034N2840,4034000,2840000
1192776,48.61152,6.1152,1.39,0-5,POINT (4034583.359177277 2840671.8091686363),False,836524,1kmE4034N2840,4034000,2840000
1276734,48.60954,6.11078,1.24,0-5,POINT (4034246.4808079624 2840469.137274804),False,836524,1kmE4034N2840,4034000,2840000
1276735,48.60964,6.10992,0.86,> 100,POINT (4034183.7135756477 2840483.585715947),False,836524,1kmE4034N2840,4034000,2840000
1276736,48.60889,6.11532,0.86,> 100,POINT (4034577.1393390684 2840379.31830269),False,836524,1kmE4034N2840,4034000,2840000
1296712,48.6131,6.11004,1.11,0-5,POINT (4034212.388743206 2840867.3025894132),False,836524,1kmE4034N2840,4034000,2840000
1296713,48.61263,6.1169,1.11,0-5,POINT (4034714.9156091735 2840788.45729284),False,836524,1kmE4034N2840,4034000,2840000
1297114,48.61082,6.11984,1.12,0-5,POINT (4034921.0889362926 2840576.070782447),False,836524,1kmE4034N2840,4034000,2840000
1379945,48.6119,6.11072,1.03,0-5,POINT (4034255.589655228 2840731.4149862584),False,836524,1kmE4034N2840,4034000,2840000
1382600,48.61089,6.11921,0.63,> 100,POINT (4034875.0895087384 2840586.2878116434),False,836524,1kmE4034N2840,4034000,2840000
1392913,48.61152,6.1152,1.39,0-5,POINT (4034583.359177277 2840671.8091686363),False,836524,1kmE4034N2840,4034000,2840000
1476871,48.60954,6.11078,1.24,0-5,POINT (4034246.4808079624 2840469.137274804),False,836524,1kmE4034N2840,4034000,2840000
1476872,48.60964,6.10992,0.86,> 100,POINT (4034183.7135756477 2840483.585715947),False,836524,1kmE4034N2840,4034000,2840000
1476873,48.60889,6.11532,0.86,> 100,POINT (4034577.1393390684 2840379.31830269),False,836524,1kmE4034N2840,4034000,2840000
1504360,48.6119,6.11072,1.03,0-5,POINT (4034255.589655228 2840731.4149862584),False,836524,1kmE4034N2840,4034000,2840000
1507015,48.61089,6.11921,0.63,> 100,POINT (4034875.0895087384 2840586.2878116434),False,836524,1kmE4034N2840,4034000,2840000
1599039,48.61253,6.11492,0.86,> 100,POINT (4034568.520748162 2840785.04328237),False,836524,1kmE4034N2840,4034000,2840000
1600191,48.61041,6.11947,1.26,0-5,POINT (4034891.493344832 2840531.981499841),False,836524,1kmE4034N2840,4034000,2840000
1611876,48.60954,6.11078,1.24,0-5,POINT (4034246.4808079624 2840469.137274804),False,836524,1kmE4034N2840,4034000,2840000
1611877,48.60964,6.10992,0.86,> 100,POINT (4034183.7135756477 2840483.585715947),False,836524,1kmE4034N2840,4034000,2840000
1611878,48.60889,6.11532,0.86,> 100,POINT (4034577.1393390684 2840379.31830269),False,836524,1kmE4034N2840,4034000,2840000
1705420,48.61203,6.11713,1.58,0-5,POINT (4034728.4208652982 2840720.9425712507),False,836524,1kmE4034N2840,4034000,2840000
1748924,48.61036,6.11353,2.08,0-5,POINT (4034453.720559724 2840549.495846967),False,836524,1kmE4034N2840,4034000,2840000
1748925,48.60964,6.11934,0.74,> 100,POINT (4034877.514732026 2840446.9880059655),False,836524,1kmE4034N2840,4034000,2840000
1829990,48.61227,6.11376,1.56,0-5,POINT (4034481.600238993 2840760.680762803),False,836524,1kmE4034N2840,4034000,2840000
1829991,48.6118,6.11957,0.89,> 100,POINT (4034906.808105519 2840685.933989187),False,836524,1kmE4034N2840,4034000,2840000
1829992,48.60809,6.1129,1.56,0-5,POINT (4034394.3160109487 2840299.8930007233),False,836524,1kmE4034N2840,4034000,2840000
1833603,48.61149,6.11567,1.09,0-5,POINT (4034617.802556239 2840666.652519984),False,836524,1kmE4034N2840,4034000,2840000
1888463,48.61297,6.1091,0.76,> 100,POINT (4034142.415496607 2840856.524487273),False,836524,1kmE4034N2840,4034000,2840000
1888464,48.61269,6.10985,1.29,0-5,POINT (4034196.0451211534 2840822.516933605),False,836524,1kmE4034N2840,4034000,2840000
1979802,48.61066,6.10942,0.83,> 100,POINT (4034152.73650744 2840598.7871033857),False,836524,1kmE4034N2840,4034000,2840000
1979803,48.60953,6.11525,0.9,> 100,POINT (4034575.647891007 2840450.6532426784),False,836524,1kmE4034N2840,4034000,2840000
2065115,48.61227,6.11376,1.56,0-5,POINT (4034481.600238993 2840760.680762803),False,836524,1kmE4034N2840,4034000,2840000
2065116,48.6118,6.11957,0.89,> 100,POINT (4034906.808105519 2840685.933989187),False,836524,1kmE4034N2840,4034000,2840000
2065117,48.60809,6.1129,1.56,0-5,POINT (4034394.3160109487 2840299.8930007233),False,836524,1kmE4034N2840,4034000,2840000
2068728,48.61149,6.11567,1.09,0-5,POINT (4034617.802556239 2840666.652519984),False,836524,1kmE4034N2840,4034000,2840000
2156194,48.61066,6.10942,0.83,> 100,POINT (4034152.73650744 2840598.7871033857),False,836524,1kmE4034N2840,4034000,2840000
2156195,48.60953,6.11525,0.9,> 100,POINT (4034575.647891007 2840450.6532426784),False,836524,1kmE4034N2840,4034000,2840000
93578,48.12637,2.89952,0.74,> 100,POINT (3793090.1026772754 2804603.4424125655),False,603396,1kmE3793N2804,3793000,2804000
176802,48.12232,2.89894,4.98,0-5,POINT (3793005.0035123434 2804159.1537509444),False,603396,1kmE3793N2804,3793000,2804000
281189,48.12637,2.89952,0.74,> 100,POINT (3793090.1026772754 2804603.4424125655),False,603396,1kmE3793N2804,3793000,2804000
364413,48.12232,2.89894,4.98,0-5,POINT (3793005.0035123434 2804159.1537509444),False,603396,1kmE3793N2804,3793000,2804000
477423,48.12637,2.89952,0.74,> 100,POINT (3793090.1026772754 2804603.4424125655),False,603396,1kmE3793N2804,3793000,2804000
612338,48.12232,2.89894,4.98,0-5,POINT (3793005.0035123434 2804159.1537509444),False,603396,1kmE3793N2804,3793000,2804000
696306,48.12637,2.89952,0.74,> 100,POINT (3793090.1026772754 2804603.4424125655),False,603396,1kmE3793N2804,3793000,2804000
782193,48.12495,2.90023,0.57,> 100,POINT (3793127.9344406324 2804441.1351883183),False,603396,1kmE3793N2804,3793000,2804000
792507,48.12232,2.89894,4.98,0-5,POINT (3793005.0035123434 2804159.1537509444),False,603396,1kmE3793N2804,3793000,2804000
896443,48.12637,2.89952,0.74,> 100,POINT (3793090.1026772754 2804603.4424125655),False,603396,1kmE3793N2804,3793000,2804000
982330,48.12495,2.90023,0.57,> 100,POINT (3793127.9344406324 2804441.1351883183),False,603396,1kmE3793N2804,3793000,2804000
992644,48.12232,2.89894,4.98,0-5,POINT (3793005.0035123434 2804159.1537509444),False,603396,1kmE3793N2804,3793000,2804000
1096580,48.12637,2.89952,0.74,> 100,POINT (3793090.1026772754 2804603.4424125655),False,603396,1kmE3793N2804,3793000,2804000
1182467,48.12495,2.90023,0.57,> 100,POINT (3793127.9344406324 2804441.1351883183),False,603396,1kmE3793N2804,3793000,2804000
1192781,48.12232,2.89894,4.98,0-5,POINT (3793005.0035123434 2804159.1537509444),False,603396,1kmE3793N2804,3793000,2804000
1296717,48.12637,2.89952,0.74,> 100,POINT (3793090.1026772754 2804603.4424125655),False,603396,1kmE3793N2804,3793000,2804000
1382604,48.12495,2.90023,0.57,> 100,POINT (3793127.9344406324 2804441.1351883183),False,603396,1kmE3793N2804,3793000,2804000
