Date,Gazole,Super SP95,Super SP95-E10,Super SP98,Superéthanol E85,GPLc,Gazole,Super SP95,Super SP95-E10,Super SP98,Superéthanol E85,GPLc,
2023-12-01 00:00:00,0.877,0.8195,0.8189,0.8676,0.7009,0.7013,1.7832,1.813,1.7886,1.8707,0.9831,0.9801,
2023-12-08 00:00:00,0.8469,0.8074,0.8022,0.8529,0.7016,0.7018,1.747,1.7985,1.7685,1.8531,0.9839,0.9806,
2023-12-15 00:00:00,0.836,0.8023,0.7962,0.8457,0.6992,0.6994,1.734,1.7924,1.7614,1.8443,0.981,0.9778,
2023-12-22 00:00:00,0.8429,0.8079,0.7993,0.8487,0.6891,0.701,1.7422,1.799,1.7651,1.848,0.9689,0.9797,
2023-12-29 00:00:00,0.8486,0.8135,0.8129,0.861,0.688,0.7054,1.7492,1.8057,1.7814,1.8628,0.9676,0.9849,
2024-01-05 00:00:00,0.8309,0.8138,0.8048,0.8588,0.6503,0.7054,1.7278,1.8061,1.7715,1.8601,0.9224,0.9849,
2024-01-12 00:00:00,0.8267,0.8076,0.7989,0.8546,0.637,0.7024,1.7227,1.7987,1.7645,1.855,0.9064,0.9814,
2024-01-19 00:00:00,0.8379,0.8156,0.807,0.8621,0.6311,0.7028,1.7361,1.8083,1.7742,1.864,0.8993,0.9818,
2024-01-26 00:00:00,0.8541,0.829,0.8197,0.8737,0.6281,0.7011,1.7556,1.8244,1.7895,1.878,0.8957,0.9798,
2024-02-02 00:00:00,0.8856,0.8435,0.8349,0.8885,0.6278,0.7023,1.7934,1.8418,1.8077,1.8958,0.8954,0.9813,
2024-02-09 00:00:00,0.8886,0.8455,0.8348,0.8895,0.6246,0.7043,1.797,1.8442,1.8076,1.897,0.8915,0.9837,
2024-02-16 00:00:00,0.9162,0.8678,0.856,0.9086,0.6236,0.7051,1.8302,1.871,1.833,1.9199,0.8903,0.9846,
2024-02-23 00:00:00,0.9035,0.8657,0.8555,0.9085,0.6221,0.7054,1.8149,1.8684,1.8324,1.9197,0.8885,0.9849,
2024-03-01 00:00:00,0.8893,0.8653,0.8562,0.9093,0.6225,0.7062,1.7978,1.8679,1.8333,1.9207,0.889,0.9859,
2024-03-08 00:00:00,0.8787,0.8725,0.8649,0.9167,0.6224,0.706,1.7851,1.8766,1.8436,1.9296,0.8888,0.9857,
2024-03-15 00:00:00,0.8734,0.8716,0.8623,0.9155,0.6167,0.7075,1.7787,1.8755,1.8406,1.9282,0.882,0.9875,
2024-03-22 00:00:00,0.8804,0.8921,0.8801,0.9316,0.6175,0.7037,1.7871,1.9001,1.8619,1.9475,0.8829,0.9829,
2024-03-29 00:00:00,0.8618,0.8927,0.8822,0.9356,0.6135,0.7043,1.7649,1.9008,1.8644,1.9522,0.8781,0.9837,
2024-04-05 00:00:00,0.8827,0.9161,0.9088,0.956,0.6149,0.7058,1.7899,1.9289,1.8964,1.9767,0.8798,0.9854,
2024-04-12 00:00:00,0.8834,0.9183,0.9122,0.9609,0.6131,0.7055,1.7907,1.9316,1.9004,1.9826,0.8777,0.9851,
2024-04-19 00:00:00,0.865,0.9251,0.9156,0.9666,0.611,0.7038,1.7687,1.9396,1.9045,1.9894,0.8751,0.983,
2024-04-26 00:00:00,0.8512,0.9224,0.9153,0.9685,0.6119,0.7047,1.7521,1.9365,1.9042,1.9918,0.8762,0.9841,
2024-05-03 00:00:00,0.841,0.9191,0.9126,0.9665,0.6116,0.7071,1.7399,1.9325,1.9009,1.9894,0.8759,0.987,
2024-05-10 00:00:00,0.8233,0.9016,0.8968,0.9547,0.6101,0.7064,1.7186,1.9115,1.882,1.9752,0.8741,0.9862,
2024-05-17 00:00:00,0.8117,0.8827,0.8759,0.9365,0.6048,0.7071,1.7048,1.8887,1.8569,1.9533,0.8677,0.987,
2024-05-24 00:00:00,0.8065,0.8767,0.8658,0.929,0.6033,0.7052,1.6985,1.8816,1.8448,1.9443,0.866,0.9848,
2024-05-31 00:00:00,0.804,0.8679,0.8567,0.9209,0.6004,0.7049,1.6954,1.8711,1.8339,1.9346,0.8624,0.9844,
2024-06-07 00:00:00,0.786,0.8443,0.835,0.9027,0.5828,0.7058,1.6738,1.8427,1.8078,1.9128,0.8414,0.9854,
2024-06-14 00:00:00,0.7932,0.842,0.8295,0.8981,0.579,0.7053,1.6825,1.8399,1.8012,1.9073,0.8368,0.9849,
2024-06-21 00:00:00,0.8188,0.8481,0.8353,0.9029,0.5787,0.7075,1.7133,1.8473,1.8081,1.913,0.8364,0.9874,
2024-06-28 00:00:00,0.8285,0.8534,0.8409,0.9084,0.5768,0.7064,1.7249,1.8537,1.8149,1.9197,0.8342,0.9861,
2024-07-05 00:00:00,0.8272,0.8504,0.8339,0.9042,0.5729,0.7061,1.7233,1.85,1.8065,1.9146,0.8294,0.9858,
2024-07-12 00:00:00,0.8289,0.8567,0.8452,0.9114,0.573,0.7088,1.7253,1.8576,1.82,1.9232,0.8295,0.9891,
2024-07-19 00:00:00,0.8053,0.8325,0.8239,0.8945,0.5615,0.7116,1.697,1.8285,1.7945,1.903,0.8158,0.9925,
2024-07-26 00:00:00,0.7931,0.8294,0.8173,0.8841,0.57,0.7107,1.6824,1.8248,1.7865,1.8905,0.8259,0.9913,
2024-08-02 00:00:00,0.7785,0.8146,0.8083,0.8762,0.5593,0.7094,1.6649,1.8071,1.7757,1.8811,0.8131,0.9897,
2024-08-09 00:00:00,0.7749,0.8183,0.8078,0.8748,0.567,0.7091,1.6605,1.8116,1.7751,1.8793,0.8224,0.9894,
2024-08-16 00:00:00,0.7618,0.8041,0.7968,0.8658,0.5591,0.712,1.6448,1.7945,1.762,1.8685,0.8129,0.9929,
2024-08-23 00:00:00,0.7532,0.7959,0.7881,0.8561,0.5676,0.7108,1.6345,1.7846,1.7515,1.8569,0.8231,0.9915,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
