"code_entite","lat","long","surface_bv","type","date","nom_site","mesure_2024","moyenne_historique","rapport","rapport_categorie","colour_categ","rapport_label","popup_html"
"V3424310",45.3357317,5.1188422,NA,"site",2024-02-13,"La Raille [Rival] à Beaufort",544.285714285714,1312.19523809524,-58.5209808354594,"inf à -40%","#fd8d3c","-58,5%","Débit moyen au 13 février 2024: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-58,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"V3434010",45.2993356,4.8174668,650,"site",2024-02-13,"L'Oron [Collières] à Saint-Rambert-d'Albon",2444,3134.90476190476,-22.0390989321464,"inf à -15%","#fdbe85","-22,0%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-22,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"V3517010",45.3097982,4.6365571,25.5,"site",2024-02-13,"Le Ternay à Savas [Ternay]",420.428571428571,477.791208791209,-12.0057959014698,"inf à 0%","#feedde","-12,0%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-12,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"V3524010",45.2060531,4.7865683,380,"site",2024-02-13,"La Cance à Sarras",5720.71428571429,5230.67980295566,9.36846645596103,"0 et 15%","#eff3ff","+9,4%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+9,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"V3614010",45.1800556,4.8497194,232,"site",2024-02-13,"La Galaure à Saint-Uze",1406.14285714286,2911.25714285714,-51.6998056804128,"inf à -40%","#fd8d3c","-51,7%","Débit moyen au 13 février 2024: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-51,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"V3724010",45.0584709,4.7324683,378,"site",2024-02-13,"Le Doux à Colombier-le-Vieux",10078.7142857143,7242.03333333333,39.1696754463199,"sup à 15%","#c6dbef","+39,2%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+39,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"V4015030",44.951092,5.1453965,9.6,"site",2024-02-13,"La Barberolle à Barbières [Pont des Ducs]",116.285714285714,182.857142857143,-36.4062500000002,"inf à -15%","#fdbe85","-36,4%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-36,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"V4025010",44.8844642,4.7843615,7.4,"site",2024-01-30,"L'Embroye à Toulaud",51.7142857142857,123.609523809524,-58.1631866861855,"inf à -40%","#fd8d3c","-58,2%","Débit moyen au 30 janvier 2024: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-58,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"V4145210",44.8296011,4.5183809,70.9,"site",2024-02-13,"La Glueyre à Gluiras [Tisonèche]",8097.42857142857,2608.85714285714,210.382214434345,"sup à 200%","#3182bd","+210,4%","Débit moyen au 13 février 2024: <span style='background: #3182bd; display: inline-block; padding: 2px; padding-bottom:0'>+210,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"V4145211",44.8825385,4.5251834,390,"site",2024-02-11,"L'Eyrieux à Beauvène [Pont de Chervil]",36197.7142857143,9777.43809523809,270.216757530213,"sup à 200%","#3182bd","+270,2%","Débit moyen au 11 février 2024: <span style='background: #3182bd; display: inline-block; padding: 2px; padding-bottom:0'>+270,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"V4214010",44.6187174,5.4440946,194,"site",2024-02-13,"La Drôme à Luc-en-Diois",3879.85714285714,2747.1619047619,41.2314700539432,"sup à 15%","#c6dbef","+41,2%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+41,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"V4225010",44.6928122,5.490825,227,"site",2024-02-13,"Le Bès à Châtillon-en-Diois",6012.71428571429,3003.55238095238,100.186762975905,"sup à 100%","#6baed6","+100,2%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+100,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"V4264010",44.6900743,5.2087349,1150,"site",2024-02-13,"La Drôme à Saillans",23465.1428571429,17832.5428571429,31.5860729741291,"sup à 15%","#c6dbef","+31,6%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+31,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"V4275010",44.7757543,5.1458678,108,"site",2024-02-13,"La Gervanne à Beaufort-sur-Gervanne",746,1103.47619047619,-32.3954602338929,"inf à -15%","#fdbe85","-32,4%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-32,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"V4275910",44.7680846,5.138217,104,"site",2024-02-13,"La Gervanne à Beaufort-sur-Gervanne [Résurgence des Fontaigneux]",845.142857142857,1167.10476190476,-27.5863757282978,"inf à -15%","#fdbe85","-27,6%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-27,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"V4414010",44.6251605,5.0153048,186,"site",2024-02-13,"Le Roubion à Soyans",4284.57142857143,2553.6619047619,67.7814678827234,"sup à 50%","#9ecae1","+67,8%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+67,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"V4455010",44.5308464,4.9674367,85,"site",2024-02-13,"Le Jabron à Souspierre",1344.14285714286,1063.30476190476,26.4118158123376,"sup à 15%","#c6dbef","+26,4%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+26,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"V5004030",44.6701329,4.270036,98.7,"site",2024-02-13,"L'Ardèche [Ardèche] à Meyras [Pont Barutel]",7784.85714285714,3927.41904761905,98.2181439889032,"sup à 50%","#9ecae1","+98,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+98,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"V5014010",44.5425649,4.4097805,623,"site",2024-02-13,"L'Ardèche à Vogüé",63329.5714285714,28931.4619047619,118.895165536546,"sup à 100%","#6baed6","+118,9%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+118,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"V5014040",44.6662549,4.2908044,292,"site",2024-02-13,"L'Ardèche à Pont-de-Labeaume",28888.8571428571,16857.9857142857,71.3660079707878,"sup à 50%","#9ecae1","+71,4%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+71,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"V5046610",44.4599612,3.8896726,103,"site",2024-02-13,"L'Altier à Altier [La Goulette]",3062.28571428571,2726.50857142857,12.3152791953706,"0 et 15%","#eff3ff","+12,3%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+12,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"V5064010",44.3140038,4.5511179,2258,"site",2024-02-13,"L'Ardèche à Saint-Martin-d'Ardèche [Sauze-Saint-Martin]",118911.142857143,72764.5285714286,63.4191070727752,"sup à 50%","#9ecae1","+63,4%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+63,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"V5424010",44.2961315,4.0932805,230,"site",2024-02-13,"La Cèze à Bessèges",11486.5714285714,8545.99047619048,34.4088957338943,"sup à 15%","#c6dbef","+34,4%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+34,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"V5474010",44.1896574,4.5266528,1060,"site",2024-02-13,"La Cèze à la Roque-sur-Cèze",22399.5714285714,15642.3523809524,43.1982280097923,"sup à 15%","#c6dbef","+43,2%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+43,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"V6035010",44.2150582,5.2138827,150,"site",2024-02-13,"Le Toulourenc à Malaucène [Veaux]",5188.85714285714,1891.05238095238,174.389921459706,"sup à 100%","#6baed6","+174,4%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+174,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"V6125010",44.0585546,5.1862466,75,"site",2024-02-13,"L'Auzon à Mormoiron",71.5714285714286,130.314285714286,-45.0778338083755,"inf à -40%","#fd8d3c","-45,1%","Débit moyen au 13 février 2024: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-45,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"V7115010",44.192001,3.7151825,47,"site",2024-02-13,"Le Gardon de Sainte-Croix à Gabriac",310.571428571429,941.114285714286,-66.9996053310665,"inf à -60%","#e6550d","-67,0%","Débit moyen au 13 février 2024: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-67,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"V7135010",44.0738547,3.9611883,263,"site",2024-02-13,"Le Gardon de Saint-Jean à Corbès [Roc Courbe]",5342.57142857143,7117.89523809524,-24.9416962478207,"inf à -15%","#fdbe85","-24,9%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-24,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"W0110010",45.4842965,6.5308266,907,"site",2024-02-13,"L'Isère à Moûtiers [Pont Neuf]",39839.8571428571,24943.2761904762,59.7218297974373,"sup à 50%","#9ecae1","+59,7%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+59,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"W0414010",45.7629625,6.4761493,217,"site",2024-02-11,"L'Arly à Ugine",5970.85714285714,2344.87142857143,154.634734770715,"sup à 100%","#6baed6","+154,6%","Débit moyen au 11 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+154,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"W1105010",45.4731371,6.1295373,65.4,"site",2024-02-13,"Le Gélon à la Croix-de-la-Rochette et à la Rochette",1437.57142857143,1103.05238095238,30.3266692856621,"sup à 15%","#c6dbef","+30,3%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+30,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"W1410010",45.1929912,5.7249983,5720,"site",2024-02-13,"L'Isère à Grenoble [Bastille]",200598.285714286,148934.29047619,34.6891203314629,"sup à 15%","#c6dbef","+34,7%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+34,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"W2215030",44.6930579,5.9386873,39,"site",2024-02-13,"La Souloise à Saint-Étienne-en-Dévoluy [2]",1085.71428571429,180.714285714286,500.790513833993,"sup à 300%","#08519c","+500,8%","Débit moyen au 13 février 2024: <span style='background: #08519c; display: inline-block; padding: 2px; padding-bottom:0'>+500,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"W2216410",44.6954204,5.880892,24,"site",2024-02-13,"La Ribière à Agnières-en-Dévoluy [La Combe]",130.571428571429,123.728571428571,5.53053919870757,"0 et 15%","#eff3ff","+5,5%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+5,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"W2314010",44.9001665,5.9444573,143,"site",2024-02-13,"La Bonne à Entraigues [Pont Battant]",2366.85714285714,1628.42380952381,45.3465080168083,"sup à 15%","#c6dbef","+45,3%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+45,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"W2335210",44.9495012,5.8673835,71,"site",2024-02-13,"La Roizonne à la Valette [La Rochette]",1805.57142857143,1052.59047619048,71.5359837860331,"sup à 50%","#9ecae1","+71,5%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+71,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"W2405010",44.9140483,5.7827382,46,"site",2024-02-13,"La Jonche à la Mure",741.571428571429,821.690476190476,-9.75051432876467,"inf à 0%","#feedde","-9,8%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-9,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"W2804020",44.9269161,5.5709792,24,"site",2024-02-13,"La Gresse à Gresse-en-Vercors [Pont Jacquet]",566.142857142857,384.795238095238,47.1283428415855,"sup à 15%","#c6dbef","+47,1%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+47,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"W3315010",45.1121468,5.5309758,74,"site",2024-02-13,"Le Méaudret à Méaudre",420.857142857143,564.014285714286,-25.3818292343152,"inf à -15%","#fdbe85","-25,4%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-25,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"W3335210",45.0035168,5.442343,NA,"site",2024-02-13,"L'Adouin à Saint-Martin-en-Vercors [Tourtre]",507.571428571429,392.290476190476,29.3866304123525,"sup à 15%","#c6dbef","+29,4%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+29,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"W3534020",45.0539702,4.9502395,187,"site",2024-02-11,"L'Herbasse à Clérieux [Pont de l'Herbasse]",1377.14285714286,1807.45238095238,-23.8075164991501,"inf à -15%","#fdbe85","-23,8%","Débit moyen au 11 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-23,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"X0010010",44.9244915,6.6794094,210,"site",2024-02-13,"La Durance à Val-des-Prés [Les Alberts]",4143.28571428571,1632.13333333333,153.857061164471,"sup à 100%","#6baed6","+153,9%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+153,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"X0015010",44.9837261,6.4865411,83,"site",2024-02-13,"La Guisane au Monêtier-les-Bains [Le Casset]",6211.57142857143,961.538095238095,546.003674668067,"sup à 300%","#08519c","+546,0%","Débit moyen au 13 février 2024: <span style='background: #08519c; display: inline-block; padding: 2px; padding-bottom:0'>+546,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"X0130010",44.7765491,6.5591472,984,"site",2024-02-13,"La Durance à l'Argentière-la-Bessée",23877.2857142857,9183.27142857143,160.008493705169,"sup à 100%","#6baed6","+160,0%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+160,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"X0310010",44.5553564,6.49801,2170,"site",2024-02-13,"La Durance à Embrun [La Clapière]",54253.7142857143,19015.2571428571,185.316753163626,"sup à 100%","#6baed6","+185,3%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+185,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"X0454010",44.4494583,6.3990143,946,"site",2024-02-13,"L'Ubaye au Lauzet-Ubaye [Roche-Rousse]",15506.8571428571,7179.0619047619,116.001162109653,"sup à 100%","#6baed6","+116,0%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+116,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"X1225010",44.2173697,6.2757917,165,"site",2024-02-13,"Le Bès à la Javie [Esclangon-Péroure]",5734.71428571429,2056.8380952381,178.812138835383,"sup à 100%","#6baed6","+178,8%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+178,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"X1335010",43.9116964,5.8861859,172,"site",2024-02-13,"Le Lauzon à Villeneuve",4923.14285714286,1357.07142857143,262.77698826254,"sup à 200%","#3182bd","+262,8%","Débit moyen au 13 février 2024: <span style='background: #3182bd; display: inline-block; padding: 2px; padding-bottom:0'>+262,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"X2114010",43.9946912,6.5025873,137,"site",2024-02-13,"L'Issole à Saint-André-les-Alpes [Mourefrey]",3646.28571428571,1703.05238095238,114.10296917859,"sup à 100%","#6baed6","+114,1%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+114,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"X2305010",43.7558243,6.5133952,66,"site",2024-02-13,"Le Jabron à Comps-sur-Artuby [Pont de l'Evescat]",1841.57142857143,645.757142857143,185.18018715572,"sup à 100%","#6baed6","+185,2%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+185,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"X2414030",43.7639322,6.6219387,91,"site",2024-02-13,"L'Artuby à la Bastide [Taulane]",4553.42857142857,1069.1,325.912316100325,"sup à 300%","#08519c","+325,9%","Débit moyen au 13 février 2024: <span style='background: #08519c; display: inline-block; padding: 2px; padding-bottom:0'>+325,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y0204010",42.4067482,2.4029375,18.8,"site",2024-02-13,"Le Tech à Prats-de-Mollo-la-Preste [La Preste]",159.714285714286,262.438095238095,-39.142110611119,"inf à -15%","#fdbe85","-39,1%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-39,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y0284060",42.5856337,2.9854497,729,"site",2024-02-13,"Le Tech à Argelès-sur-Mer et à Palau-del-Vidre",826.571428571429,8207.93333333333,-89.9296035310785,"inf à -80%","#a63603","-89,9%","Débit moyen au 13 février 2024: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-89,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y0424010",42.5662374,2.3158908,424,"site",2024-02-13,"La Têt à Serdinya [Joncet]",2883.28571428571,3989.3380952381,-27.7252104120389,"inf à -15%","#fdbe85","-27,7%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-27,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y0474030",42.7034202,2.8930411,1300,"site",2024-02-13,"La Têt [partielle] à Perpignan [Pont-Joffre]",1645.14285714286,7612.52857142857,-78.3890090959077,"inf à -60%","#e6550d","-78,4%","Débit moyen au 13 février 2024: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-78,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y0624020",42.8021105,2.4974964,216,"site",2024-02-13,"L'Agly à Saint-Paul-de-Fenouillet [Clue de la Fou]",409.714285714286,4188.06666666667,-90.2171021064385,"inf à -80%","#a63603","-90,2%","Débit moyen au 13 février 2024: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-90,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y0655010",42.8103187,2.7435785,305,"site",2024-02-13,"Le Verdouble à Tautavel",242.571428571429,3098.02857142857,-92.1701358467597,"inf à -80%","#a63603","-92,2%","Débit moyen au 13 février 2024: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-92,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y0664040",42.7782448,2.7289504,903,"site",2024-02-13,"L'Agly à Estagel [Mas de Jau]",0,9226.03809523809,-100,"inf à -80%","#a63603","-100,0%","Débit moyen au 13 février 2024: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-100,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y0824010",43.0385035,2.8348323,165,"site",2024-02-13,"La Berre à Villesèque-des-Corbières [Ripaud]",6.28571428571429,1642.62380952381,-99.6173369551038,"inf à -80%","#a63603","-99,6%","Débit moyen au 13 février 2024: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-99,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y1105010",42.8153108,2.228069,136,"site",2024-02-13,"Le Rebenty à Saint-Martin-Lys",369,1720.82857142857,-78.5568413886998,"inf à -60%","#e6550d","-78,6%","Débit moyen au 13 février 2024: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-78,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y1112010",42.8565861,2.1949335,692,"site",2024-02-13,"L'Aude à Belvianes-et-Cavirac et à Quillan",3833.14285714286,13013.3571428571,-70.5445503795549,"inf à -60%","#e6550d","-70,5%","Débit moyen au 13 février 2024: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-70,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y1225010",43.0608871,2.3992564,65.8,"site",2024-02-13,"Le Lauquet à Greffeil",72.1428571428571,947.466666666667,-92.3857102649672,"inf à -80%","#a63603","-92,4%","Débit moyen au 13 février 2024: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-92,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y1232010",43.2142058,2.3606425,1839,"site",2024-02-13,"L'Aude à Carcassonne",4172.85714285714,23735.5212355212,-82.4193574623831,"inf à -80%","#a63603","-82,4%","Débit moyen au 13 février 2024: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-82,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y1345010",43.2855553,2.1533453,57,"site",2024-02-13,"Le Lampy à Raissac-sur-Lampy",360.428571428571,1002.94761904762,-64.0630712328898,"inf à -60%","#e6550d","-64,1%","Débit moyen au 13 février 2024: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-64,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y1364010",43.2376883,2.3736704,939,"site",2024-02-13,"Le Fresquel à Carcassonne [Pont Rouge]",3278.71428571429,10968.4761904762,-70.1078415198534,"inf à -60%","#e6550d","-70,1%","Débit moyen au 13 février 2024: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-70,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y1415020",43.2326705,2.4308703,239,"site",2024-02-13,"L'Orbiel à Bouilhonnac [Villedubert]",1575.85714285714,5662.64761904762,-72.1710187729785,"inf à -60%","#e6550d","-72,2%","Débit moyen au 13 février 2024: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-72,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y1435410",43.2639556,2.6290583,108,"site",2024-02-13,"L'Argent-Double à la Redorte [Les Salices]",169.714285714286,1594.29523809524,-89.3549023004641,"inf à -80%","#a63603","-89,4%","Débit moyen au 13 février 2024: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-89,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y1524010",43.038108,2.5664773,170,"site",2024-02-13,"L'Orbieu à Saint-Martin-des-Puits",187.428571428571,3508.98571428571,-94.6586111574773,"inf à -80%","#a63603","-94,7%","Débit moyen au 13 février 2024: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-94,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y2010020",44.0012958,3.6549968,159,"site",2024-02-13,"L'Arre au Vigan [La Terrisse]",4856.42857142857,5543.7,-12.3973416413484,"inf à 0%","#feedde","-12,4%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-12,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y2100020",43.9154071,3.7358318,760,"site",2024-02-13,"L'Hérault à Laroque",16401.5714285714,18569.1619047619,-11.67306573828,"inf à 0%","#feedde","-11,7%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-11,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y2140010",43.6515227,3.5346238,1312,"site",2024-02-13,"L'Hérault à Gignac",23370.2857142857,30108.9142857143,-22.3808421236426,"inf à -15%","#fdbe85","-22,4%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-22,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y2210010",43.7284885,3.3239934,228,"site",2024-02-13,"La Lergue à Lodève",3334.57142857143,4356.33333333333,-23.4546309150333,"inf à -15%","#fdbe85","-23,5%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-23,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y2510030",43.5942737,3.1371056,369,"site",2024-02-13,"L'Orb à Bédarieux [Hérépian]",1597.14285714286,8202.62857142857,-80.528889693896,"inf à -80%","#a63603","-80,5%","Débit moyen au 13 février 2024: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-80,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y2520020",43.6172914,3.1205527,114,"site",2024-02-13,"La Mare à Villemagne-l'Argentière",1033.71428571429,4164.58525345622,-75.1784578102609,"inf à -60%","#e6550d","-75,2%","Débit moyen au 13 février 2024: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-75,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y2540020",43.5538798,2.9106812,232,"site",2024-02-13,"Le Jaur à Olargues",1260.28571428571,5698.75238095238,-77.8848837423062,"inf à -60%","#e6550d","-77,9%","Débit moyen au 13 février 2024: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-77,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y2550010",43.5342746,2.9861121,905,"site",2024-02-13,"L'Orb à Vieussan",7110.85714285714,28406,-74.9670592731918,"inf à -60%","#e6550d","-75,0%","Débit moyen au 13 février 2024: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-75,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y3200020",43.6514652,3.8707597,115,"site",2024-02-13,"Le Lez à Montferrier-sur-Lez [Lavalette]",445.428571428571,2757.43333333333,-83.8462614474123,"inf à -80%","#a63603","-83,8%","Débit moyen au 13 février 2024: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-83,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y3310010",43.610152,3.9946665,50,"site",2024-02-13,"Le Salaison à Mauguio",115.142857142857,258.085714285714,-55.3858075943762,"inf à -40%","#fd8d3c","-55,4%","Débit moyen au 13 février 2024: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-55,4%</span> par rapport à la moyenne 1990-2020 à cette période."
