"code_entite","lat","long","surface_bv","type","date","nom_site","mesure_2024","moyenne_historique","rapport","rapport_categorie","colour_categ","rapport_label","popup_html"
"A1160030",47.7353337,7.3224824,666,"site",2024-02-13,"L'Ill à Brunstatt et à Didenheim et à Mulhouse",8261,8983.60476190476,-8.04359476019011,"inf à 0%","#feedde","-8,0%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-8,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"A1250200",47.745487,7.232178,180,"site",2024-02-13,"La Doller à Reiningue",10484.1428571429,5124.33333333333,104.595255131911,"sup à 100%","#6baed6","+104,6%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+104,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"A1430200",47.8414983,7.0713261,159,"site",2024-02-13,"La Thur à Willer-sur-Thur",7270.42857142857,6967.51428571429,4.34752299446812,"0 et 15%","#eff3ff","+4,3%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+4,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"A1520200",47.9110772,7.2120388,79.9,"site",2024-02-13,"La Lauch à Guebwiller",2837,2174.16666666667,30.4867765427365,"sup à 15%","#c6dbef","+30,5%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+30,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2140100",48.1597127,7.3697076,447,"site",2024-02-13,"La Fecht à Ostheim",11373.5714285714,9901.34285714286,14.8689788109546,"0 et 15%","#eff3ff","+14,9%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+14,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2350200",48.271858,7.4597365,260,"site",2024-02-13,"Le Giessen à Sélestat",5347.57142857143,5134.59523809524,4.14786717550879,"0 et 15%","#eff3ff","+4,1%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+4,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2860110",48.5587133,7.6369415,680,"site",2024-02-13,"La Bruche à Holtzheim et à Oberschaeffolsheim",18292.7142857143,12928.1523809524,41.4951939510377,"sup à 15%","#c6dbef","+41,5%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+41,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"A3020090",48.9581177,8.1958142,49300,"site",2024-02-13,"Le Rhin à Lauterbourg",1366174.28571429,1086564.45604396,25.7333863734465,"sup à 15%","#c6dbef","+25,7%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+25,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"A3300100",48.8223881,7.7425935,622,"site",2024-02-13,"La Moder à Schweighouse-sur-Moder [aval]",12195,7254.5380952381,68.1016742886061,"sup à 50%","#9ecae1","+68,1%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+68,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"A3480200",48.7496335,7.6336816,688,"site",2024-02-13,"La Zorn à Waltenheim-sur-Zorn",10856.4285714286,8749.51428571429,24.0803571137013,"sup à 15%","#c6dbef","+24,1%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+24,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"A4050620",47.9094445,6.6859184,152,"site",2024-02-13,"La Moselle à Rupt-sur-Moselle",13945,9273.10952380952,50.3810557202521,"sup à 50%","#9ecae1","+50,4%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+50,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"A5261020",48.3032584,6.1363646,381,"site",2024-02-13,"Le Madon à Mirecourt",9019.28571428571,7575.02857142857,19.066028982446,"sup à 15%","#c6dbef","+19,1%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+19,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"A6051020",48.284422,6.9568972,374,"site",2024-02-13,"La Meurthe à Saint-Dié-des-Vosges",10424.2857142857,10010.8571428571,4.12980192933417,"0 et 15%","#eff3ff","+4,1%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+4,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"A6761010",48.5632246,6.3839433,2280,"site",2024-02-13,"La Meurthe à Damelevières",52478.8571428571,49167.9571428571,6.7338571549357,"0 et 15%","#eff3ff","+6,7%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+6,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"A7010610",48.7896678,6.1217504,6830,"site",2024-02-13,"La Moselle à Custines",203765.428571429,165474.423809524,23.1401348198567,"sup à 15%","#c6dbef","+23,1%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+23,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"A7821010",48.8882711,6.2277878,925,"site",2024-02-13,"La Seille à Nomeny",23192.7142857143,12951.0476190476,79.0798317473861,"sup à 50%","#9ecae1","+79,1%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+79,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"A8500610",49.3167161,6.1727187,10770,"site",2024-02-13,"La Moselle à Uckange",310665.571428571,220237.933333333,41.0590658596376,"sup à 15%","#c6dbef","+41,1%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+41,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"A9021020",48.7371722,7.0500521,262,"site",2024-02-13,"La Sarre à Sarrebourg",7100,5294.29166666667,34.1067029741151,"sup à 15%","#c6dbef","+34,1%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+34,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"A9091060",48.9697779,7.0389746,879,"site",2024-02-13,"La Sarre à Keskastel",25419.4285714286,15110.2142857143,68.2267907706708,"sup à 50%","#9ecae1","+68,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+68,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"A9260001",49.0004681,7.1302871,277,"site",2024-02-13,"L'Eichel à Oermingen",8553.42857142857,4388.68571428571,94.8972683003049,"sup à 50%","#9ecae1","+94,9%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+94,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"A9301080",49.0532252,7.1500656,1716,"site",2024-02-13,"La Sarre à Wittring",55360.8571428571,32330.6832298137,71.2331804105091,"sup à 50%","#9ecae1","+71,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+71,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"B0220010",48.2410111,5.6142568,364,"site",2024-02-13,"La Meuse à Goncourt",16287.1428571429,7231.72380952381,125.217987939384,"sup à 100%","#6baed6","+125,2%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+125,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"B1282010",48.4027429,5.7331563,443,"site",2024-02-13,"Le Vair à Soulosse-sous-Saint-Élophe",17664.8571428571,8684.80952380952,103.399476919196,"sup à 100%","#6baed6","+103,4%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+103,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"B2220010",48.8709923,5.5306337,2540,"site",2024-02-13,"La Meuse à Saint-Mihiel",78949.4285714286,56157.1142857143,40.5866907080594,"sup à 15%","#c6dbef","+40,6%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+40,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"B3150020",49.4943468,5.1788505,3919,"site",2024-02-13,"La Meuse à Stenay",117430.285714286,94041.1571428571,24.8711620337664,"sup à 15%","#c6dbef","+24,9%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+24,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"B4001010",49.5369834,5.8034355,158,"site",2024-02-13,"La Chiers à Longlaville",11464.5714285714,5454.68322981366,110.178500667271,"sup à 100%","#6baed6","+110,2%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+110,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"B4631010",49.6293679,5.1588599,1986,"site",2024-02-13,"La Chiers à Carignan",98248.5714285714,44415.0095238095,121.205787147031,"sup à 100%","#6baed6","+121,2%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+121,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"B5020010",49.7013341,4.9360607,6521,"site",2024-02-13,"La Meuse à Sedan",244763.571428571,166772.153846154,46.7652517424243,"sup à 15%","#c6dbef","+46,8%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+46,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"B5322010",49.7277958,4.7140665,126,"site",2024-02-13,"La Vence à la Francheville",12406.5714285714,4209.17619047619,194.750584607099,"sup à 100%","#6baed6","+194,8%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+194,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"B7200000",50.0890491,4.7825797,10141,"site",2024-02-13,"La Meuse à Chooz",555798.142857143,280917.99047619,97.8506758912086,"sup à 50%","#9ecae1","+97,9%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+97,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"D0137010",50.0608187,3.928898,156,"site",2024-02-13,"L'Helpe Mineure à Étrœungt",10138.5714285714,3154.39523809524,221.410941347144,"sup à 200%","#3182bd","+221,4%","Débit moyen au 13 février 2024: <span style='background: #3182bd; display: inline-block; padding: 2px; padding-bottom:0'>+221,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"D0206010",50.2628926,3.9970719,115,"site",2024-02-13,"La Solre à Ferrière-la-Grande",6055.14285714286,2442.19047619048,147.93900869633,"sup à 100%","#6baed6","+147,9%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+147,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"E1727510",50.3042864,3.4518095,173,"site",2024-02-13,"L'Ecaillon à Thiant",3059.42857142857,1369.7619047619,123.354771423606,"sup à 100%","#6baed6","+123,4%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+123,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"E1766010",50.3299785,3.5317071,88.4,"site",2024-02-13,"La Rhonelle à Aulnoy-lez-Valenciennes",1785.85714285714,838.461904761905,112.992043253803,"sup à 100%","#6baed6","+113,0%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+113,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"E1827020",50.4392837,3.6341089,240,"site",2024-02-13,"La Hogneau à Thivencelle",8242.42857142857,2988.55714285714,175.799597512417,"sup à 100%","#6baed6","+175,8%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+175,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"E2367410",50.4332796,3.2258421,52,"site",2024-02-13,"Le courant de Coutiches à Flines-lez-Raches",4455,791.580952380952,462.797776601377,"sup à 300%","#08519c","+462,8%","Débit moyen au 13 février 2024: <span style='background: #08519c; display: inline-block; padding: 2px; padding-bottom:0'>+462,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"E3511220",50.6185143,2.2150552,161,"site",2024-02-13,"La Lys à Delettes",6908.57142857143,3552.23333333333,94.4852936248023,"sup à 50%","#9ecae1","+94,5%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+94,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"E3518510",50.6123407,2.3607169,80,"site",2024-02-13,"La Laquette à Witternesse",2110.57142857143,1053.3,100.377046289892,"sup à 100%","#6baed6","+100,4%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+100,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"E3646210",50.5945224,2.5659642,156,"site",2024-02-13,"La Clarence à Robecq",3874.28571428571,1724.03333333333,124.722204575649,"sup à 100%","#6baed6","+124,7%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+124,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"E4035710",50.7089122,2.2454521,392,"site",2024-02-05,"L'Aa à Wizernes",13955.5714285714,8412.06666666667,65.8994392409086,"sup à 50%","#9ecae1","+65,9%","Débit moyen au 5 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+65,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"E4306010",50.800441,2.029515,105,"site",2024-02-13,"La Hem à Tournehem-sur-la-Hem [Guémy]",4628.28571428571,2819.20476190476,64.1699026912351,"sup à 50%","#9ecae1","+64,2%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+64,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"E5105710",50.7999653,1.7292283,38.4,"site",2024-02-13,"La Slack à Rinxent",2461.57142857143,1712.2380952381,43.7633840420499,"sup à 15%","#c6dbef","+43,8%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+43,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"E5205710",50.7640552,1.6295523,74,"site",2024-02-13,"Le Wimereux à Wimille",6747,1858.55238095238,263.024473732757,"sup à 200%","#3182bd","+263,0%","Débit moyen au 13 février 2024: <span style='background: #3182bd; display: inline-block; padding: 2px; padding-bottom:0'>+263,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"E5300210",50.6812038,1.7675795,100,"site",2024-02-13,"La Liane à Wirwignes",7679.71428571429,2962.50952380952,159.230028595448,"sup à 100%","#6baed6","+159,2%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+159,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"E5400310",50.4482377,1.8308383,918,"site",2024-02-13,"La Canche à Brimeux",26851,15309.0095238095,75.3934502309878,"sup à 50%","#9ecae1","+75,4%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+75,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"E5406510",50.3797323,2.0375339,345,"site",2024-02-13,"La Ternoise à Hesdin",9706.14285714286,5727.78571428571,69.457157465488,"sup à 50%","#9ecae1","+69,5%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+69,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"E5505720",50.3044874,1.9186164,796,"site",2024-02-13,"L'Authie à Dompierre-sur-Authie",17565.4285714286,8804.00952380952,99.5162377315102,"sup à 50%","#9ecae1","+99,5%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+99,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"E6406010",49.7693567,2.4862202,624,"site",2024-02-13,"L'Avre à Moreuil",2313.28571428571,2558.68571428571,-9.59086137972622,"inf à 0%","#feedde","-9,6%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-9,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"E6426010",49.8164989,2.2154995,540,"site",2024-02-13,"La Selle à Plachy-Buyon",3565.71428571429,4009.00476190476,-11.0573696594926,"inf à 0%","#feedde","-11,1%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-11,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"E6470910",50.0944961,1.8297481,5640,"site",2024-02-13,"La Somme canalisée à Abbeville",48075.8571428571,43429.0571428571,10.69974875281,"0 et 15%","#eff3ff","+10,7%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+10,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"E6498315",50.2760087,1.7250305,96,"site",2024-02-13,"La Maye à Arry",1638.71428571429,1504.33516483516,8.93279131009711,"0 et 15%","#eff3ff","+8,9%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+8,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"F2320001",48.4876746,3.2350829,280,"site",2024-02-13,"La Voulzie à Jutigny",3832.71428571429,1995.13333333333,92.1031653213301,"sup à 50%","#9ecae1","+92,1%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+92,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"F3570001",48.1843782,3.4411346,866,"site",2024-02-13,"La Vanne à Pont-sur-Vanne",7557,6844.28095238095,10.4133517103957,"0 et 15%","#eff3ff","+10,4%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+10,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4100006",47.8608251,2.8216659,409,"site",2024-02-13,"Le Loing à Montbouy",3678,3522.62857142857,4.41066735879056,"0 et 15%","#eff3ff","+4,4%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+4,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4110001",47.8627795,2.8708619,99,"site",2024-02-13,"L'Aveyron à la Chapelle-sur-Aveyron et à Montbouy",740.285714285714,904.614285714286,-18.1655954392559,"inf à -15%","#fdbe85","-18,2%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-18,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4150001",47.8855666,3.0912891,562,"site",2024-02-13,"L'Ouanne à Charny",6955,6171.12380952381,12.7023248061633,"0 et 15%","#eff3ff","+12,7%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+12,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4160002",47.9483995,2.8462469,883,"site",2024-02-13,"L'Ouanne à Gy-les-Nonains",10245,8661.51428571429,18.281857675827,"sup à 15%","#c6dbef","+18,3%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+18,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4220002",48.035451,2.7320479,2300,"site",2024-02-13,"Le Loing à Châlette-sur-Loing [Gué de Lancy]",22471,21541.1476190476,4.31663343753416,"0 et 15%","#eff3ff","+4,3%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+4,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4280001",48.1123246,2.7833823,270,"site",2024-02-13,"La Cléry à Ferrières-en-Gâtinais",2470,2010.01948051948,22.8843811683676,"sup à 15%","#c6dbef","+22,9%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+22,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4380001",48.2456478,2.8600907,163,"site",2024-02-13,"Le Lunain à Paley",1157.57142857143,741.919047619048,56.0239533256742,"sup à 50%","#9ecae1","+56,0%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+56,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4380002",48.3290117,2.7746653,252,"site",2024-02-13,"Le Lunain à Épisy",1421.85714285714,1103.8619047619,28.8075199192449,"sup à 15%","#c6dbef","+28,8%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+28,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4390001",48.3367005,2.7872496,3900,"site",2024-02-13,"Le Loing à Épisy",31447.2857142857,31399.9333333333,0.150804081173413,"0 et 15%","#eff3ff","+0,2%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+0,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4450001",48.5696828,2.7855448,181,"site",2024-02-12,"Le ru d'Ancoeur à Blandy",2046,1099.7,86.0507411112121,"sup à 50%","#9ecae1","+86,1%","Débit moyen au 12 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+86,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4530001",48.4643623,2.3475969,901,"site",2024-02-13,"L'Essonne à la Ferté-Alais et à Guigneville-sur-Essonne",4361.71428571429,4186.2380952381,4.19173937277472,"0 et 15%","#eff3ff","+4,2%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+4,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4610001",48.5449715,2.1143999,105,"site",2024-02-13,"L'Orge à Saint-Chéron et à Sermaise",390.142857142857,382.766666666667,1.92707231808499,"0 et 15%","#eff3ff","+1,9%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+1,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4620001",48.5691848,2.0329859,147,"site",2024-02-13,"La Rémarde à Saint-Cyr-sous-Dourdan",1127.42857142857,919.7,22.5865577284517,"sup à 15%","#c6dbef","+22,6%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+22,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4640002",48.6658143,2.3188621,632,"site",2024-02-13,"L'Orge à Épinay-sur-Orge",3888.57142857143,3302.03333333333,17.7629368340144,"sup à 15%","#c6dbef","+17,8%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+17,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4660001",48.7011711,2.2339735,224,"site",2024-02-13,"L'Yvette à Villebon-sur-Yvette",2936,1884.23333333333,55.819342968847,"sup à 50%","#9ecae1","+55,8%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+55,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4670001",48.6678895,2.3424102,922,"site",2024-02-13,"L'Orge à Morsang-sur-Orge",5500.28571428571,5739.65238095238,-4.17040355023994,"inf à 0%","#feedde","-4,2%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-4,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4740001",48.6482366,2.9011092,429,"site",2024-02-13,"L'Yerres à Courtomer",7993,3307.41904761905,141.668802317445,"sup à 100%","#6baed6","+141,7%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+141,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4860001",48.7290123,2.609493,55.4,"site",2024-02-13,"Le Reveillon à Férolles-Attilly",1018.14285714286,500.757142857143,103.320685818618,"sup à 100%","#6baed6","+103,3%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+103,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4900001",48.7802385,2.4182955,30800,"site",2024-02-13,"La Seine à Alfortville et à Villeneuve-Saint-Georges et à Vitry-sur-Seine",391146.714285714,352588.157142857,10.9358628081301,"0 et 15%","#eff3ff","+10,9%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+10,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6190001",49.0250739,3.5314625,454,"site",2024-02-13,"Le Surmelin à Saint-Eugène",9207.42857142857,3974.79523809524,131.645355795507,"sup à 100%","#6baed6","+131,6%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+131,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6220004",48.9477051,3.1302061,8818,"site",2024-02-13,"La Marne à la Ferté-sous-Jouarre",179419.714285714,159217.17989418,12.6886648821196,"0 et 15%","#eff3ff","+12,7%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+12,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6240002",48.8634092,3.5361924,354,"site",2024-02-13,"Le Petit Morin à Montmirail",5444.71428571429,3344.63333333333,62.7895719226112,"sup à 50%","#9ecae1","+62,8%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+62,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6250001",48.9305492,3.151509,605,"site",2024-02-13,"Le Petit Morin à Jouarre",12608.5714285714,6213.62380952381,102.918165229859,"sup à 100%","#6baed6","+102,9%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+102,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6410001",49.0211641,2.9633179,167,"site",2024-02-13,"La Thérouanne à Congis-sur-Thérouanne",1016.85714285714,739.742857142857,37.4608937468615,"sup à 15%","#c6dbef","+37,5%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+37,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6520001",48.788437,3.4220534,336,"site",2024-02-13,"Le Grand Morin à Meilleray",7551.28571428571,3509.4347826087,115.170994249751,"sup à 100%","#6baed6","+115,2%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+115,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6550001",48.8176463,3.014,770,"site",2024-02-13,"Le Grand Morin à Pommeuse",19037.2857142857,9214.7380952381,106.596058591438,"sup à 100%","#6baed6","+106,6%","Débit moyen au 13 février 2024: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+106,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6640001",48.8650703,2.5751311,12598,"site",2024-02-13,"La Marne à Noisiel et à Gournay-sur-Marne",214328.714285714,171532.361607143,24.9494336098436,"sup à 15%","#c6dbef","+24,9%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+24,9%</span> par rapport à la moyenne 1990-2020 à cette période."
